"timestamp","vcserver","vmname","name","type","connectstate","macaddress","networkname"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-uat-ucm-a1","Network adapter 1","Network adapter 1",,"00:50:56:98:1e:c0","wdc-loadtest-server-10.128.36.0/24"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-uat-ucm-a2","Network adapter 1","Network adapter 1",,"00:50:56:98:00:05","wdc-loadtest-server-10.128.36.0/24"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-uat-ucm-a3","Network adapter 1","Network adapter 1",,"00:50:56:98:00:09","wdc-loadtest-server-10.128.36.0/24"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-uat-ucm-a4","Network adapter 1","Network adapter 1",,"00:50:56:98:00:0b","wdc-loadtest-server-10.128.36.0/24"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-uat-ucm-a5","Network adapter 1","Network adapter 1",,"00:50:56:98:00:0c","wdc-loadtest-server-10.128.36.0/24"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-uat-ucm-a6","Network adapter 1","Network adapter 1",,"00:50:56:98:00:0d","wdc-loadtest-server-10.128.36.0/24"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-uat-ucm-a7","Network adapter 1","Network adapter 1",,"00:50:56:98:00:0e","wdc-loadtest-server-10.128.36.0/24"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-uat-ucm-w1","Network adapter 1","Network adapter 1",,"00:50:56:98:00:0f","wdc-loadtest-server-10.128.36.0/24"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-uat-ucm-w2","Network adapter 1","Network adapter 1",,"00:50:56:98:00:10","wdc-loadtest-server-10.128.36.0/24"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-qai-ucm-a6-old","Network adapter 1","Network adapter 1",,"00:50:56:98:00:13","wdc-loadtest-server-10.128.36.0/24"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-qai-ucm-a7-old","Network adapter 1","Network adapter 1",,"00:50:56:98:00:14","wdc-loadtest-server-10.128.36.0/24"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-dev2-ksedw-d1","Network adapter 1","Network adapter 1",,"00:50:56:98:00:18","wdc-devtest-server-10.128.80.0/20"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-dev-robii-d1","Network adapter 1","Network adapter 1",,"00:50:56:98:00:19","wdc-devtest-server-10.128.80.0/20"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-dev2-ucm-a1","Network adapter 1","Network adapter 1",,"00:50:56:98:00:04","osdc-dev2-10.16.20.0/23"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-dev2-ucm-a2","Network adapter 1","Network adapter 1",,"00:50:56:98:00:1e","osdc-dev2-10.16.20.0/23"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-dev2-ucm-d1","Network adapter 1","Network adapter 1",,"00:50:56:98:00:27","osdc-dev2-10.16.20.0/23"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","ora-uat-custom-d1","Network adapter 1","Network adapter 1",,"00:50:56:98:00:28","VM-10.130.44.0/22"
"2013-12-10 00:02:45","vc-dev-1.vmware.com","wwwb-dev3-job-1","Network adapter 1","Network adapter 1",,"00:50:56:98:00:2a","wdc-devtest-server-10.128.80.0/20"
