"timestamp","vcserver","vmname","name","type","connectstate","macaddress","networkname"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","ars-stage-sql1","Network adapter 1","Network adapter 1",,"00:50:56:a1:68:92","sc9-tier2-staging-servers-10.113.52.0/23"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","ars-stage-sql2","Network adapter 1","Network adapter 1",,"00:50:56:a1:56:9f","sc9-tier2-staging-servers-10.113.52.0/23"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","ars-stage-a1","Network adapter 1","Network adapter 1",,"00:50:56:a1:16:54","sc9-stage-servers-10.113.14.0/23"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","ars-stage-a2","Network adapter 1","Network adapter 1",,"00:50:56:a1:07:35","sc9-stage-servers-10.113.14.0/23"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","montools-wdc-loginsight-2","Network adapter 1","Network adapter 1",,"00:50:56:a1:57:d2","wdc-backup-10.128.125.0/24"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","view-vc-db1","Network adapter 1","Network adapter 1",,"00:50:56:a1:17:8e","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","aw-rfs-01","Network adapter 1","Network adapter 1",,"00:50:56:a1:6a:5c","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","aw-rfs-02","Network adapter 1","Network adapter 1",,"00:50:56:a1:5c:fb","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","scripts-download-1","Network adapter 1","Network adapter 1",,"00:50:56:a1:2d:eb","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","web-stg-vsanl-1","Network adapter 1","Network adapter 1",,"00:50:56:a1:2e:94","sc9-stage-servers-10.113.14.0/23"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","web-prd-vsanl-1","Network adapter 1","Network adapter 1",,"00:50:56:a1:5f:7e","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","PLN-PROD-PLG-2","Network adapter 1","Network adapter 1",,"00:50:56:a1:0a:1c","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","PAROOTDC11","Network adapter 1","Network adapter 1",,"00:50:56:a1:2a:b6","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","pln-prod-essbase-d1","Network adapter 1","Network adapter 1",,"00:50:56:a1:79:25","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","WEB-STG-vSANW-1","Network adapter 1","Network adapter 1",,"00:50:56:a1:34:e7","sc9-tier2-staging-servers-10.113.52.0/23"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","WEB-PRD-vSANW-1","Network adapter 1","Network adapter 1",,"00:50:56:a1:11:9d","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","montools-sc9-loginsight-2","Network adapter 1","Network adapter 1",,"00:50:56:a1:40:7d","SC9-mgmt1-spect-10.253.4.0/24"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","VCAC-PROD-WEB-1-Do not power on","Network adapter 1","Network adapter 1",,"00:50:56:a1:71:13","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","VCAC-PROD-WEB-2-Do not power on","Network adapter 1","Network adapter 1",,"00:50:56:a1:1c:78","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","VCAC-PROD-DEM-1-Do not power on","Network adapter 1","Network adapter 1",,"00:50:56:a1:2e:93","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","VCAC-PROD-DEM-2-Do not power on","Network adapter 1","Network adapter 1",,"00:50:56:a1:17:5d","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","VCAC-PROD-AGT-1-Do not power on","Network adapter 1","Network adapter 1",,"00:50:56:a1:23:23","sc9-prod-tier2-server-10.113.160.0/19"
"2014-09-16 03:25:52","vc-prod-1.vmware.com","zenoss-prod-selfservice","Network adapter 1","Network adapter 1",,"00:50:56:a1:34:9c","sc9-prod-tier2-server-10.113.160.0/19"
